Method Name;Cyclomatic Complexity;Mutant Density;Source Lines of Code
ItemList.ItemList( int capacity );1;0;3
Pagesheet.getItemGroupName( String elementURI , String elementName );2;2;7
Pagesheet.getPageRules( int page );2;1;4
Pagesheet.getPageForItem( int item , String itemGroup );3;2;7
Pagesheet.getTotalItems( String itemGroup );3;2;7
Pagesheet.endElement( String uri , String loc , String raw );2;1;6
ItemList.getPageForItem( int item );2;2;4
Pagesheet.Pagesheet( );1;0;3
Pagesheet.startPrefixMapping( String prefix , String uri );2;1;5
Pagesheet.endDocument( );3;2;8
Pagesheet.Pagesheet( ResizableContainer rules , Map itemGroupsPerName , Map itemGroupsPerElement );4;4;19
Page.validInPage( int elementCounter );2;3;4
Pagesheet.itemCount( String elementURI , String elementName );3;3;8
ItemList.addItem( int page );1;0;3
Page.Page( PageRules rules , int elementStart );2;4;8
ItemList.valid( int item );1;1;3
Pagesheet.processEndElement( String uri , String name );5;6;12
Pagesheet.setLastModified( long lastModified );1;0;3
Pagesheet.valid( int page , int item , String itemGroup );5;6;12
Pagesheet.getTotalPages( );1;0;3
Pagesheet.processStartElement( String uri , String name );8;11;25
Pagesheet.isInPage( int page , int item , String itemGroup );2;2;3
Pagesheet.processCharacters( char [ ] ch , int index , int len );2;2;5
Pagesheet.modifiedSince( long date );2;3;3
Pagesheet.clone( );1;0;4
Pagesheet.startElement( String uri , String loc , String raw , Attributes a );25;8;93
