Method Name;Cyclomatic Complexity;Mutant Density;Source Lines of Code
BlobHelper.free( );1;0;3
BlobHelper.getBytes( long pos , int length );1;0;4
BlobHelper.truncate( long len );1;0;3
BlobHelper.setBytes( long pos , byte [ ] bytes );1;0;4
BlobHelper.position( Blob pattern , long start );1;1;4
BlobHelper.length( );1;0;3
BlobHelper.getBinaryStream( );1;0;3
BlobHelper.BlobHelper( InputStream is , long len );1;0;4
BlobHelper.position( byte [ ] pattern , long start );1;1;4
BlobHelper.setBytes( long pos , byte [ ] bytes , int offset , int len );1;0;4
BlobHelper.getBinaryStream( long pos , long length );1;0;4
BlobHelper.setBinaryStream( long pos );1;0;4
