Method Name;Cyclomatic Complexity;Mutant Density;Source Lines of Code
NodeIteratorImpl.removeNode( Node node );5;3;17
NodeIteratorImpl.acceptNode( Node node );3;11;8
NodeIteratorImpl.getWhatToShow( );1;0;3
NodeIteratorImpl.getRoot( );1;0;3
NodeIteratorImpl.nextNode( );11;11;33
NodeIteratorImpl.previousNode( );9;7;27
NodeIteratorImpl.nextNode( Node node , boolean visitChildren );9;7;25
NodeIteratorImpl.getExpandEntityReferences( );1;0;3
NodeIteratorImpl.detach( );1;0;4
NodeIteratorImpl.matchNodeOrParent( Node node );4;3;7
NodeIteratorImpl.previousNode( Node node );8;9;19
NodeIteratorImpl.getFilter( );1;0;3
NodeIteratorImpl.NodeIteratorImpl( DocumentImpl document , Node root , int whatToShow , NodeFilter nodeFilter , boolean entityReferenceExpansion );1;0;8
