Method Name;Cyclomatic Complexity;Mutant Density;Source Lines of Code
JbiHelper.getEndpoint( );1;0;3
JbiHelper.getExchange( );1;0;3
JbiHelper.routeTo( String content , String uri );2;1;7
JbiHelper.routeTo( Source content , String uri );2;1;18
JbiHelper.JbiHelper( DroolsEndpoint endpoint , MessageExchange exchange , WorkingMemory memory );1;0;6
JbiHelper.getLogger( );1;0;3
JbiHelper.isExchangeHandled( );1;0;3
JbiHelper.getContext( );1;0;3
JbiHelper.routeToDefault( String content );1;0;3
JbiHelper.update( );1;0;3
JbiHelper.getChannel( );1;0;3
JbiHelper.route( String uri );1;0;4
JbiHelper.fault( Source content );2;0;13
JbiHelper.answer( Source content );1;0;9
JbiHelper.fault( String content );2;0;13
JbiHelper.routeToDefault( Source content );1;0;3
JbiHelper.answer( String content );1;0;3
