Method Name;Cyclomatic Complexity;Mutant Density;Source Lines of Code
SpanRegexQuery.getField( );1;0;3
SpanRegexQuery.hashCode( );1;2;6
SpanRegexQuery.rewrite( IndexReader reader );2;2;16
SpanRegexQuery.SpanRegexQuery( Term term );1;0;3
SpanRegexQuery.equals( Object o );6;6;8
SpanRegexQuery.getSpans( IndexReader reader );1;0;3
SpanRegexQuery.getRegexImplementation( );1;0;3
SpanRegexQuery.setRegexImplementation( RegexCapabilities impl );1;0;3
SpanRegexQuery.getPayloadSpans( IndexReader reader );1;0;3
SpanRegexQuery.getTerm( );1;0;1
SpanRegexQuery.getTerms( );1;0;5
SpanRegexQuery.toString( String field );1;0;8
