Method Name;Cyclomatic Complexity;Mutant Density;Source Lines of Code
MathTool.div( Object ... nums );5;6;26
MathTool.getAverage( double ... values );2;2;8
MathTool.getAverage( Collection collection );2;2;9
MathTool.abs( Object num );2;1;9
MathTool.getAverage( Object ... array );1;0;3
MathTool.getAverage( Object [ ] array , String field );1;0;3
MathTool.getRandom( );1;0;3
MathTool.getTotal( long ... values );3;4;12
MathTool.hasFloatingPoint( String value );1;1;3
MathTool.floor( Object num );2;1;8
MathTool.matchType( Number in1 , Number in2 , double out );1;0;3
MathTool.mod( Object num1 , Object num2 );4;6;10
MathTool.round( Object num );2;1;8
MathTool.idiv( Object num1 , Object num2 );4;6;10
MathTool.getTotal( double ... values );3;4;12
MathTool.sub( Object ... nums );4;5;21
MathTool.max( Object ... nums );3;1;14
MathTool.toInteger( Object num );2;1;8
MathTool.getTotal( Object [ ] array , String field );1;0;3
MathTool.add( Object num1 , Object num2 );1;0;3
MathTool.random( Object num1 , Object num2 );4;8;16
MathTool.pow( Object num1 , Object num2 );3;3;10
MathTool.sub( Object num1 , Object num2 );1;0;3
MathTool.mul( Object num1 , Object num2 );1;0;3
MathTool.roundTo( Object decimals , Object num );4;8;15
MathTool.ceil( Object num );2;1;8
MathTool.toNumber( Object num );1;0;3
MathTool.max( Object num1 , Object num2 );1;0;3
MathTool.getAverage( Collection collection , String field );2;2;9
MathTool.div( Object num1 , Object num2 );1;0;3
MathTool.toDouble( Object num );2;1;8
MathTool.min( Object ... nums );3;1;14
MathTool.getTotal( Object ... array );1;0;3
MathTool.getTotal( Collection collection , String field );7;6;29
MathTool.matchType( Number in , double out );1;0;3
MathTool.parseNumber( String value );4;4;18
MathTool.matchType( double out , Number ... in );8;6;30
MathTool.getTotal( Collection collection );5;4;22
MathTool.getAverage( long ... values );2;2;9
MathTool.add( Object ... nums );3;2;14
MathTool.min( Object num1 , Object num2 );1;0;3
MathTool.mul( Object ... nums );3;2;14
