Method Name;Cyclomatic Complexity;Mutant Density;Source Lines of Code
EscapeTool.getDollar( );1;0;3
EscapeTool.dumpString( String string , boolean key );15;18;40
EscapeTool.url( Object string );3;1;10
EscapeTool.setKey( String key );2;1;7
EscapeTool.getKey( );1;0;3
EscapeTool.getQ( );1;0;3
EscapeTool.java( Object string );2;1;7
EscapeTool.getS( );1;0;3
EscapeTool.unicode( Object code );3;1;13
EscapeTool.getSingleQuote( );1;0;3
EscapeTool.propertyKey( Object string );2;1;7
EscapeTool.getBackslash( );1;0;3
EscapeTool.getQuote( );1;0;3
EscapeTool.sql( Object string );2;1;7
EscapeTool.javascript( Object string );2;1;7
EscapeTool.velocity( Object obj );2;1;9
EscapeTool.getExclamation( );1;0;3
EscapeTool.getE( );1;0;3
EscapeTool.propertyValue( Object string );2;1;7
EscapeTool.html( Object string );2;1;7
EscapeTool.getN( );1;0;3
EscapeTool.xml( Object string );2;1;7
EscapeTool.configure( ValueParser values );2;1;7
EscapeTool.getH( );1;0;3
EscapeTool.getNewline( );1;0;3
EscapeTool.getB( );1;0;3
EscapeTool.getHash( );1;0;3
EscapeTool.getD( );1;0;3
