Method Name;Cyclomatic Complexity;Mutant Density;Source Lines of Code
OpCode._getPrevOperator( int offset );1;1;1
OpCode._isInArray( char ch , char [ ] array , int start );3;3;6
OpCode._getNext( char [ ] program , int offset );4;5;11
OpCode._getNextOffset( char [ ] program , int offset );1;1;3
OpCode._getArg1( char [ ] program , int offset );1;1;3
OpCode.OpCode( );1;0;1
OpCode._getNextOperator( int offset );1;1;1
***not in a method***;0;1;0
OpCode._getOperand( int offset );1;1;3
OpCode._isWordCharacter( char token );2;2;3
OpCode._getArg2( char [ ] program , int offset );1;1;3
