Method Name;Cyclomatic Complexity;Mutant Density;Source Lines of Code
SimpleSingleByteEncoding.getCharacterForIndex( int codePoint );4;5;10
SimpleSingleByteEncoding.getCharNameMap( );2;3;9
SimpleSingleByteEncoding.getSize( );1;1;3
SimpleSingleByteEncoding.toString( );1;1;3
SimpleSingleByteEncoding.mapChar( char c );2;1;7
SimpleSingleByteEncoding.getName( );1;0;3
SimpleSingleByteEncoding.getFirstChar( );1;0;3
SimpleSingleByteEncoding.SimpleSingleByteEncoding( String name );1;0;3
SimpleSingleByteEncoding.addCharacter( NamedCharacter ch );3;2;13
SimpleSingleByteEncoding.getLastChar( );1;0;3
SimpleSingleByteEncoding.isFull( );1;1;3
