Method Name;Cyclomatic Complexity;Mutant Density;Source Lines of Code
AllFileSelector.traverseDescendents( final FileSelectInfo fileInfo );1;0;3
AllFileSelector.includeFile( final FileSelectInfo fileInfo );1;0;3
