Method Name;Cyclomatic Complexity;Mutant Density;Source Lines of Code
ImageRenderedAdapter.getPDFFilter( );1;0;3
ImageRenderedAdapter.getTransparentColor( );3;1;14
ImageRenderedAdapter.getColorSpace( );1;0;3
ImageRenderedAdapter.getImage( );1;0;3
ImageRenderedAdapter.setup( PDFDocument doc );3;2;11
ImageRenderedAdapter.getIndexOfFirstTransparentColorInPalette( RenderedImage image );4;4;22
ImageRenderedAdapter.getBitsPerComponent( );2;0;9
ImageRenderedAdapter.getImageColorSpace( );1;0;3
ImageRenderedAdapter.getEffectiveColorModel( );1;0;3
ImageRenderedAdapter.getFilterHint( );1;0;3
ImageRenderedAdapter.getMask( );1;0;3
ImageRenderedAdapter.getSoftMaskReference( );1;0;3
ImageRenderedAdapter.outputContents( OutputStream out );1;0;3
ImageRenderedAdapter.ImageRenderedAdapter( ImageRendered image , String key );1;0;4
ImageRenderedAdapter.isTransparent( );3;2;9
ImageRenderedAdapter.populateXObjectDictionary( PDFDictionary dict );6;11;40
