Method Name;Cyclomatic Complexity;Mutant Density;Source Lines of Code
FrenchStemmer.isVowel( char ch );19;0;26
FrenchStemmer.deleteFromIfPrecededIn( String source , String [ ] search , String from , String prefix );6;7;19
FrenchStemmer.step1( );4;3;36
FrenchStemmer.setStrings( );2;1;13
FrenchStemmer.deleteButSuffixFromElseReplace( String source , String [ ] search , String prefix , boolean without , String from , String replace );8;13;28
FrenchStemmer.deleteFrom( String source , String [ ] suffix );4;4;14
FrenchStemmer.step6( );12;17;33
FrenchStemmer.step2b( );1;0;11
FrenchStemmer.step2a( );1;0;8
FrenchStemmer.treatVowels( StringBuffer buffer );21;30;41
FrenchStemmer.retrieveRV( StringBuffer buffer );7;7;26
FrenchStemmer.deleteButSuffixFrom( String source , String [ ] search , String prefix , boolean without );6;8;21
FrenchStemmer.retrieveR( StringBuffer buffer );8;15;28
FrenchStemmer.isStemmable( String term );6;5;22
FrenchStemmer.step4( );10;17;21
FrenchStemmer.stem( String term );8;6;29
FrenchStemmer.step3( );4;6;16
FrenchStemmer.deleteFromIfTestVowelBeforeIn( String source , String [ ] search , boolean vowel , String from );7;11;24
FrenchStemmer.replaceFrom( String source , String [ ] search , String replace );4;4;17
FrenchStemmer.step5( );7;6;10
