Method Name;Cyclomatic Complexity;Mutant Density;Source Lines of Code
XMLConfPanel.getNamespace( );2;1;6
XMLConfPanel.isValidate( );1;0;3
XMLConfPanel.configure( XPathAssertion assertion );1;0;10
XMLConfPanel.setValidate( boolean validating );1;0;3
XMLConfPanel.isTolerant( );1;0;3
XMLConfPanel.getTolerant( );2;1;11
XMLConfPanel.isWhitespace( );1;0;3
XMLConfPanel.XMLConfPanel( boolean isDoubleBuffered );1;0;4
XMLConfPanel.init( );1;0;16
XMLConfPanel.modifyTestElement( XPathAssertion assertion );1;0;9
XMLConfPanel.getValidate( );2;1;6
XMLConfPanel.setDefaultValues( );1;0;10
XMLConfPanel.XMLConfPanel( );1;0;4
XMLConfPanel.setWhitespace( boolean whitespace );1;0;3
XMLConfPanel.setNamespace( boolean namespace );1;0;3
XMLConfPanel.getWhitespace( );2;1;6
XMLConfPanel.isNamespace( );1;0;3
XMLConfPanel.setTolerant( boolean tolerant );1;0;3
XMLConfPanel.actionPerformed( ActionEvent e );1;0;3
XMLConfPanel.tolerant( );1;3;9
