Method Name;Cyclomatic Complexity;Mutant Density;Source Lines of Code
MenuRadioExtensionTag.setConverter( String converter );1;0;3
MenuRadioExtensionTag.setTransition( String transition );1;0;3
MenuRadioExtensionTag.doEndTag( );1;0;6
MenuRadioExtensionTag.setRendered( String rendered );1;0;3
MenuRadioExtensionTag.setBinding( String binding );1;0;3
MenuRadioExtensionTag.setAction( String action );1;0;3
MenuRadioExtensionTag.setLink( String navigate );1;0;3
MenuRadioExtensionTag.setRenderedPartially( String renderedPartially );1;0;3
MenuRadioExtensionTag.setOnclick( String onclick );1;0;3
MenuRadioExtensionTag.setValue( String value );1;0;3
MenuRadioExtensionTag.setActionListener( String actionListener );1;0;3
MenuRadioExtensionTag.setImmediate( String immediate );1;0;3
MenuRadioExtensionTag.release( );1;0;19
MenuRadioExtensionTag.setLabel( String label );1;0;3
MenuRadioExtensionTag.doStartTag( );14;13;55
MenuRadioExtensionTag.setDisabled( String disabled );1;0;3
