Method Name;Cyclomatic Complexity;Mutant Density;Source Lines of Code
MySegmentTermDocs.seek( Term term );1;0;4
CheckIndex.main( String [ ] args );17;20;99
CheckIndex.checkIndex( );1;0;3
CheckIndex.msg( String msg );2;1;4
CheckIndex.setInfoStream( PrintStream out );1;0;3
CheckIndex.CheckIndex( Directory dir );1;0;4
MySegmentTermDocs.skippingDoc( );1;1;3
CheckIndex.assertsOn( );1;0;4
CheckIndex.check( Directory dir , boolean doFix , List onlySegments );3;2;7
***not in a method***;0;1;0
MySegmentTermDocs.MySegmentTermDocs( SegmentReader p );1;0;3
CheckIndex.check( Directory dir , boolean doFix );1;0;3
CheckIndex.fixIndex( Status result );2;0;5
CheckIndex.testAsserts( );1;0;4
CheckIndex.checkIndex( List onlySegments );57;74;251
