Method Name;Cyclomatic Complexity;Mutant Density;Source Lines of Code
LazyFileInputStream.mark( int readlimit );2;0;8
LazyFileInputStream.available( );1;0;4
LazyFileInputStream.skip( long n );1;0;4
LazyFileInputStream.open( );4;3;11
LazyFileInputStream.markSupported( );2;0;8
LazyFileInputStream.read( );1;0;4
LazyFileInputStream.LazyFileInputStream( File file );2;1;6
LazyFileInputStream.read( byte [ ] b , int off , int len );1;0;4
LazyFileInputStream.read( byte [ ] b );1;0;4
LazyFileInputStream.LazyFileInputStream( FileDescriptor fdObj );1;0;3
LazyFileInputStream.LazyFileInputStream( String name );1;0;3
LazyFileInputStream.close( );2;1;8
LazyFileInputStream.reset( );1;0;4
