File,Method Name,Cyclomatic Complexity,Source Lines of Code,Mutant Density
lib/altsvc.c, altsvc_free, 0, 6, 1
lib/altsvc.c, altsvc_out, 1, 19, 2
lib/altsvc.c, getalnum, 8, 18, 30
lib/asyn-thread.c, getaddrinfo_complete, 0, 8, 2
lib/asyn-thread.c, Curl_resolver_getsock, 4, 27, 19
lib/base64.c, base64_encode, 8, 46, 70
lib/bufref.c, Curl_bufref_free, 3, 11, 8
lib/bufref.c, Curl_bufref_memdup, 5, 19, 11
lib/cf-http.c, cf_hc_baller_reset, 1, 11, 10
lib/cf-http.c, cf_hc_baller_is_active, 2, 4, 9
lib/cf-http.c, cf_hc_baller_has_started, 0, 4, 2
lib/cf-http.c, cf_hc_baller_reply_ms, 1, 8, 3
lib/cf-http.c, cf_hc_baller_data_pending, 2, 5, 7
lib/cf-http.c, cf_hc_baller_init, 0, 16, 7
lib/cf-http.c, cf_hc_baller_connect, 0, 12, 4
lib/cf-http.c, cf_hc_reset, 1, 12, 11
lib/cf-http.c, baller_connected, 6, 42, 12
lib/cf-http.c, time_to_start_h21, 7, 28, 17
lib/cf-http.c, cf_hc_connect, 20, 74, 71
lib/cf-http.c, cf_hc_get_select_socks, 10, 35, 38
lib/cf-http.c, cf_hc_data_pending, 2, 10, 7
lib/cf-http.c, cf_hc_close, 1, 10, 9
lib/cf-http.c, cf_hc_destroy, 0, 8, 2
lib/cf-http.c, cf_hc_create, 3, 27, 17
lib/cf-http.c, Curl_cf_http_connect_add, 1, 16, 5
lib/cf-http.c, Curl_cf_https_setup, 4, 27, 23
lib/cf-socket.c, tcpnodelay, 1, 13, 4
lib/cf-socket.c, Curl_sock_assign_addr, 3, 24, 14
lib/cf-socket.c, socket_open, 6, 30, 28
lib/cf-socket.c, socket_close, 4, 16, 13
lib/cf-socket.c, Curl_socket_is_dead, 1, 9, 6
lib/cf-socket.c, bindlocal, 34, 157, 118
lib/cf-socket.c, Curl_socket_connect_result, 3, 16, 1
lib/cf-socket.c, cf_socket_ctx_init, 0, 9, 5
lib/cf-socket.c, cf_socket_close, 5, 32, 28
lib/cf-socket.c, cf_socket_destroy, 0, 8, 3
lib/cf-socket.c, set_local_ip, 1, 19, 6
lib/cf-socket.c, set_remote_ip, 1, 14, 4
lib/cf-socket.c, cf_socket_open, 20, 75, 84
lib/cf-socket.c, do_connect, 4, 37, 10
lib/cf-socket.c, cf_tcp_connect, 13, 65, 58
lib/cf-socket.c, cf_socket_get_host, 0, 11, 4
lib/cf-socket.c, cf_socket_get_select_socks, 2, 13, 10
lib/cf-socket.c, cf_socket_data_pending, 4, 12, 8
lib/cf-socket.c, cf_socket_send, 7, 43, 24
lib/cf-socket.c, cf_socket_recv, 7, 40, 31
lib/cf-socket.c, conn_set_primary_ip, 1, 19, 14
lib/cf-socket.c, cf_socket_active, 2, 13, 14
lib/cf-socket.c, cf_socket_cntrl, 6, 30, 10
lib/cf-socket.c, cf_socket_conn_is_alive, 6, 25, 19
lib/cf-socket.c, cf_socket_query, 5, 25, 8
lib/cf-socket.c, Curl_cf_tcp_create, 3, 27, 15
lib/cf-socket.c, cf_udp_setup_quic, 4, 31, 5
lib/cf-socket.c, cf_udp_connect, 6, 39, 30
lib/cf-socket.c, Curl_cf_udp_create, 4, 27, 15
lib/cf-socket.c, Curl_cf_unix_create, 3, 27, 15
lib/cf-socket.c, cf_tcp_accept_connect, 1, 12, 3
lib/cf-socket.c, Curl_conn_tcp_listen_set, 3, 35, 26
lib/cf-socket.c, Curl_conn_tcp_accepted_set, 2, 22, 17
lib/cf-socket.c, Curl_cf_is_socket, 4, 7, 20
lib/cf-socket.c, Curl_cf_socket_peek, 10, 28, 27
lib/cfilters.c, Curl_cf_def_destroy_this, 0, 5, 1
lib/cfilters.c, Curl_cf_def_close, 1, 6, 5
