File,Method Name,Cyclomatic Complexity,Source Lines of Code,Mutant Density
include/mbedtls/psa_util.h, mbedtls_psa_translate_cipher_mode, 6, 22, 2
include/mbedtls/psa_util.h, mbedtls_psa_get_ecc_oid_from_id, 14, 66, 22
library/aes.c, aes_gen_tables, 4, 47, 40
library/aes.c, mbedtls_aes_init, 0, 4, 2
library/aes.c, mbedtls_aes_free, 1, 7, 7
library/aes.c, mbedtls_aes_xts_free, 1, 8, 8
library/aes.c, mbedtls_aes_xts_setkey_enc, 2, 18, 6
library/aes.c, mbedtls_aes_xts_setkey_dec, 2, 18, 6
library/asn1parse.c, mbedtls_asn1_get_tag, 2, 13, 5
library/asn1parse.c, mbedtls_asn1_get_bool, 3, 16, 8
library/asn1parse.c, asn1_get_tagged_int, 9, 32, 42
library/asn1parse.c, mbedtls_asn1_get_bitstring, 4, 23, 13
library/asn1parse.c, mbedtls_asn1_sequence_free, 1, 8, 6
library/asn1parse.c, asn1_get_sequence_of_cb, 2, 23, 10
library/asn1parse.c, mbedtls_asn1_get_alg, 6, 36, 22
library/asn1parse.c, mbedtls_asn1_get_alg_null, 4, 15, 15
library/asn1parse.c, mbedtls_asn1_free_named_data_list, 1, 10, 6
library/asn1parse.c, mbedtls_asn1_free_named_data_list_shallow, 1, 7, 4
library/asn1write.c, mbedtls_asn1_write_len, 10, 51, 38
library/asn1write.c, mbedtls_asn1_write_tag, 1, 8, 3
library/asn1write.c, mbedtls_asn1_write_raw_buffer, 2, 12, 10
library/asn1write.c, mbedtls_asn1_write_algorithm_identifier, 1, 18, 4
library/asn1write.c, mbedtls_asn1_write_bool, 2, 13, 4
library/asn1write.c, asn1_write_tagged_int, 4, 23, 19
library/asn1write.c, mbedtls_asn1_write_named_bitstring, 5, 31, 27
library/asn1write.c, mbedtls_asn1_write_bitstring, 3, 23, 21
library/bignum.c, mpi_sint_abs, 1, 7, 2
library/bignum.c, mpi_montg_init, 0, 4, 2
library/bignum.c, mbedtls_mpi_random, 3, 18, 6
library/bignum_core.c, mbedtls_mpi_core_clz, 2, 12, 9
library/bignum_core.c, mbedtls_mpi_core_bitlen, 3, 14, 8
library/bignum_core.c, mbedtls_mpi_core_bigendian_to_host, 2, 17, 11
library/bignum_core.c, mbedtls_mpi_core_cond_assign, 1, 10, 7
library/bignum_core.c, mbedtls_mpi_core_cond_swap, 2, 15, 25
library/bignum_core.c, mbedtls_mpi_core_read_le, 3, 18, 10
library/bignum_core.c, mbedtls_mpi_core_read_be, 3, 21, 11
library/bignum_core.c, mbedtls_mpi_core_write_le, 5, 25, 13
library/bignum_core.c, mbedtls_mpi_core_write_be, 4, 27, 12
library/bignum_core.c, mbedtls_mpi_core_shift_r, 8, 28, 41
library/bignum_core.c, mbedtls_mpi_core_add, 1, 15, 10
library/bignum_core.c, mbedtls_mpi_core_add_if, 1, 17, 12
library/bignum_core.c, mbedtls_mpi_core_sub, 1, 14, 8
library/bignum_core.c, mbedtls_mpi_core_mla, 4, 28, 19
library/bignum_core.c, mbedtls_mpi_core_montmul, 1, 21, 6
library/bignum_core.c, mbedtls_mpi_core_random, 4, 27, 19
library/bignum_core.c, exp_mod_get_window_size, 4, 9, 6
library/bignum_core.c, exp_mod_precompute_window, 1, 21, 9
library/bignum_core.c, mbedtls_mpi_core_sub_int, 1, 13, 6
library/bignum_core.c, mbedtls_mpi_core_check_zero_ct, 1, 9, 3
library/bignum_core.c, mbedtls_mpi_core_to_mont_rep, 0, 10, 2
library/bignum_core.c, mbedtls_mpi_core_from_mont_rep, 0, 10, 2
library/bignum_mod.c, mbedtls_mpi_mod_residue_setup, 2, 12, 8
library/bignum_mod.c, mbedtls_mpi_mod_residue_release, 1, 8, 8
library/bignum_mod.c, mbedtls_mpi_mod_modulus_init, 1, 10, 10
library/bignum_mod.c, mbedtls_mpi_mod_modulus_free, 5, 26, 18
library/bignum_mod.c, set_mont_const_square, 6, 28, 32
library/bignum_mod.c, mbedtls_mpi_mod_modulus_setup, 3, 29, 15
library/bignum_mod.c, mbedtls_mpi_mod_mul, 5, 19, 17
library/bignum_mod.c, mbedtls_mpi_mod_inv_mont, 0, 11, 1
library/bignum_mod.c, mbedtls_mpi_mod_inv_non_mont, 0, 23, 5
library/bignum_mod.c, mbedtls_mpi_mod_inv, 6, 34, 16
library/bignum_mod.c, mbedtls_mpi_mod_random, 1, 11, 2
library/bignum_mod.c, mbedtls_mpi_mod_write, 7, 29, 29
library/bignum_mod_raw.c, mbedtls_mpi_mod_raw_cond_assign, 0, 7, 2
library/bignum_mod_raw.c, mbedtls_mpi_mod_raw_cond_swap, 0, 7, 2
library/bignum_mod_raw.c, mbedtls_mpi_mod_raw_read, 4, 29, 11
library/bignum_mod_raw.c, mbedtls_mpi_mod_raw_sub, 0, 8, 1
library/bignum_mod_raw.c, mbedtls_mpi_mod_raw_mul, 0, 9, 2
library/bignum_mod_raw.c, mbedtls_mpi_mod_raw_inv_prime, 0, 13, 2
library/bignum_mod_raw.c, mbedtls_mpi_mod_raw_random, 1, 12, 2
library/bignum_mod_raw.c, mbedtls_mpi_mod_raw_from_mont_rep, 1, 13, 4
library/bignum_mod_raw.c, mbedtls_mpi_mod_raw_neg, 0, 8, 2
library/camellia.c, camellia_feistel, 0, 21, 41
library/camellia.c, mbedtls_camellia_init, 0, 4, 2
library/camellia.c, mbedtls_camellia_free, 1, 7, 7
library/ccm.c, mbedtls_ccm_setkey, 4, 25, 10
library/ccm.c, mbedtls_ccm_clear_state, 0, 6, 4
library/ccm.c, ccm_calculate_first_block_if_ready, 8, 31, 34
library/ccm.c, mbedtls_ccm_starts, 2, 19, 16
library/ccm.c, mbedtls_ccm_set_lengths, 4, 18, 19
library/ccm.c, mbedtls_ccm_update_ad, 12, 48, 57
library/ccm.c, mbedtls_ccm_update, 22, 74, 103
library/ccm.c, mbedtls_ccm_finish, 8, 27, 31
library/ccm.c, ccm_auth_decrypt, 2, 19, 5
library/ccm.c, mbedtls_ccm_self_test, 12, 60, 48
library/chacha20.c, mbedtls_chacha20_init, 0, 6, 4
