File,Method Name,Cyclomatic Complexity,Source Lines of Code,Mutant Density
examples/alter_consumer_group_offsets.c, usage, 2, 26, 9
examples/alter_consumer_group_offsets.c, main, 5, 29, 18
examples/consumer.c, main, 16, 98, 69
examples/delete_records.c, main, 9, 89, 54
examples/describe_consumer_groups.c, usage, 2, 23, 9
examples/describe_consumer_groups.c, main, 5, 29, 18
examples/idempotent_producer.c, main, 9, 81, 50
examples/kafkatest_verifiable_client.cpp, Assignment, 0, 7, 6
examples/kafkatest_verifiable_client.cpp, setup, 2, 7, 3
examples/kafkatest_verifiable_client.cpp, now, 0, 12, 4
examples/kafkatest_verifiable_client.cpp, watchdog_kick, 0, 4, 3
examples/kafkatest_verifiable_client.cpp, errorString, 1, 14, 1
examples/kafkatest_verifiable_client.cpp, successString, 1, 16, 1
examples/kafkatest_verifiable_client.cpp, sigterm, 1, 8, 8
examples/kafkatest_verifiable_client.cpp, msg_consume, 15, 54, 43
examples/kafkatest_verifiable_client.cpp, main, 54, 238, 241
examples/list_consumer_group_offsets.c, usage, 2, 27, 9
examples/list_consumer_group_offsets.c, main, 5, 29, 18
examples/list_consumer_groups.c, usage, 2, 23, 9
examples/list_consumer_groups.c, main, 5, 29, 18
examples/misc.c, usage, 2, 30, 9
examples/misc.c, main, 9, 46, 34
examples/openssl_engine_example.cpp, metadata_print, 1, 7, 2
examples/openssl_engine_example.cpp, main, 26, 130, 111
examples/producer.c, main, 10, 77, 50
examples/rdkafka_complex_consumer_example.c, stop, 1, 6, 7
examples/rdkafka_complex_consumer_example.c, hexdump, 5, 19, 13
examples/rdkafka_complex_consumer_example.c, rebalance_cb, 6, 44, 35
examples/rdkafka_complex_consumer_example.c, describe_groups, 6, 39, 24
examples/rdkafka_complex_consumer_example.c, sig_usr1, 0, 3, 2
examples/rdkafka_complex_consumer_example.c, main, 48, 250, 218
examples/rdkafka_complex_consumer_example.cpp, sigterm, 0, 3, 2
examples/rdkafka_complex_consumer_example.cpp, msg_consume, 15, 46, 47
examples/rdkafka_complex_consumer_example.cpp, main, 29, 168, 120
examples/rdkafka_example.c, stop, 0, 4, 3
examples/rdkafka_example.c, hexdump, 5, 19, 13
examples/rdkafka_example.c, msg_consume, 17, 84, 69
examples/rdkafka_example.c, metadata_print, 12, 47, 26
examples/rdkafka_example.c, sig_usr1, 0, 3, 2
examples/rdkafka_example.c, main, 90, 421, 371
examples/rdkafka_example.cpp, metadata_print, 11, 45, 27
examples/rdkafka_example.cpp, sigterm, 0, 3, 2
examples/rdkafka_example.cpp, msg_consume, 10, 40, 26
