Method Name;Cyclomatic Complexity;Mutant Density;Source Lines of Code
BeanPredicate.BeanPredicate( String propertyName , Predicate predicate );1;0;4
BeanPredicate.getPredicate( );1;0;3
BeanPredicate.setPredicate( Predicate predicate );1;0;3
BeanPredicate.getPropertyName( );1;0;3
BeanPredicate.evaluate( Object object );5;0;24
BeanPredicate.setPropertyName( String propertyName );1;0;3
