Method Name;Cyclomatic Complexity;Mutant Density;Source Lines of Code
FileDataRecord.FileDataRecord( DataIdentifier identifier , File file );1;0;5
FileDataRecord.getLength( );1;0;3
FileDataRecord.getLastModified( );1;0;3
FileDataRecord.getStream( );2;0;7
