Method Name;Cyclomatic Complexity;Mutant Density;Source Lines of Code
PathQueryNode.setAbsolute( boolean absolute );1;0;3
PathQueryNode.getPathSteps( );2;1;7
PathQueryNode.needsSystemTree( );12;9;34
PathQueryNode.getType( );1;0;3
PathQueryNode.isAbsolute( );1;0;3
PathQueryNode.getValidJcrSystemNodeTypeNames( );1;0;3
PathQueryNode.equals( Object obj );3;2;7
PathQueryNode.addPathStep( LocationStepQueryNode step );1;0;3
PathQueryNode.accept( QueryNodeVisitor visitor , Object data );1;0;3
PathQueryNode.PathQueryNode( QueryNode parent , List validJcrSystemNodeTypeNames );1;0;4
