Method Name;Cyclomatic Complexity;Mutant Density;Source Lines of Code
AbstractXMLByteStreamInterpreter.readEvent( );1;0;3
AbstractXMLByteStreamInterpreter.checkProlog( );7;12;16
AbstractXMLByteStreamInterpreter.setLexicalHandler( LexicalHandler handler );1;0;3
AbstractXMLByteStreamInterpreter.readAttributes( );1;3;5
AbstractXMLByteStreamInterpreter.readChars( int len );13;24;31
AbstractXMLByteStreamInterpreter.readBytes( byte [ ] b );2;1;6
AbstractXMLByteStreamInterpreter.parse( );31;25;98
AbstractXMLByteStreamInterpreter.readString( );7;10;29
AbstractXMLByteStreamInterpreter.readChars( );2;1;7
AbstractXMLByteStreamInterpreter.setConsumer( XMLConsumer consumer );1;0;4
AbstractXMLByteStreamInterpreter.readWord( );1;3;5
AbstractXMLByteStreamInterpreter.readLong( );1;7;7
AbstractXMLByteStreamInterpreter.recycle( );1;0;5
AbstractXMLByteStreamInterpreter.setContentHandler( ContentHandler handler );1;0;3
