Method Name;Cyclomatic Complexity;Mutant Density;Source Lines of Code
SessionPostTransformer.setupTransforming( );1;0;5
SessionPostTransformer.endTransformingElement( String uri , String name , String raw );39;33;131
SessionPostTransformer.startTransformingElement( String uri , String name , String raw , Attributes attr );24;15;77
