Method Name;Cyclomatic Complexity;Mutant Density;Source Lines of Code
ServiceUnitReference.ServiceUnitReference( Artifact component , String name , String path );1;0;5
ServiceUnitReference.getServiceUnitName( );1;0;3
ServiceUnitReference.getAssocialtedServiceUnitName( );1;0;3
ServiceUnitReference.getServiceUnitPath( );1;0;3
