Method Name;Cyclomatic Complexity;Mutant Density;Source Lines of Code
HolderUtils.getHolderForClass( String className );2;0;8
HolderUtils.convertListToArray( List list , Class arrayType );3;0;11
HolderUtils.convertToHolderType( Object value , Class classOfValueFieldInHolder );17;15;33
HolderUtils.stuffHolderValue( Holder holder , Object value );3;2;17
HolderUtils.getHoldersValueClass( Type t );8;0;34
HolderUtils.setFieldInObject( Field valueField , Object destObject , Object value );3;1;12
