Method Name;Cyclomatic Complexity;Mutant Density;Source Lines of Code
TemporaryReplyChannel.receive( long timeout );4;1;20
TemporaryReplyChannel.setSendFailed( boolean hasSendError );1;0;3
GenericMessagingTemplate.headerToLong( @ Nullable Object headerValue );3;0;11
TemporaryReplyChannel.receive( );1;1;3
GenericMessagingTemplate.getSendTimeoutHeader( );1;0;3
GenericMessagingTemplate.receiveTimeout( Message < ? > requestMessage );2;1;4
GenericMessagingTemplate.setReceiveTimeout( long receiveTimeout );1;0;3
GenericMessagingTemplate.doReceive( MessageChannel channel , long timeout );5;3;10
GenericMessagingTemplate.setBeanFactory( BeanFactory beanFactory );1;0;3
GenericMessagingTemplate.doSendAndReceive( MessageChannel channel , Message < ? > requestMessage );4;1;27
GenericMessagingTemplate.sendTimeout( Message < ? > requestMessage );2;1;4
GenericMessagingTemplate.getReceiveTimeout( );1;0;3
TemporaryReplyChannel.send( Message < ? > message );1;1;3
GenericMessagingTemplate.doSend( MessageChannel channel , Message < ? > message , long timeout );8;5;22
GenericMessagingTemplate.doSend( MessageChannel channel , Message < ? > message );1;0;3
GenericMessagingTemplate.getReceiveTimeoutHeader( );1;0;3
***not in a method***;0;2;0
GenericMessagingTemplate.setThrowExceptionOnLateReply( boolean throwExceptionOnLateReply );1;0;3
GenericMessagingTemplate.setReceiveTimeoutHeader( String receiveTimeoutHeader );1;0;4
GenericMessagingTemplate.setSendTimeoutHeader( String sendTimeoutHeader );1;0;4
GenericMessagingTemplate.doReceive( MessageChannel channel );1;0;3
TemporaryReplyChannel.TemporaryReplyChannel( boolean throwExceptionOnLateReply );1;0;3
TemporaryReplyChannel.send( Message < ? > message , long timeout );7;2;25
GenericMessagingTemplate.getSendTimeout( );1;0;3
GenericMessagingTemplate.setSendTimeout( long sendTimeout );1;0;3
