Method Name;Cyclomatic Complexity;Mutant Density;Source Lines of Code
Utils.intToBa( int n , int c );3;7;17
Utils.stringToInt( String s );1;0;5
Utils.deltaToInt( byte [ ] b , int offset );5;12;38
Utils.getNextHiOrd( byte [ ] dta , int offset );5;7;21
Utils.intToDelta( byte [ ] t );8;19;43
Utils.baToHex( byte [ ] b , int strt , int end );3;10;25
Utils.getUnsignedByte( byte b );2;5;11
Utils.getPW( byte [ ] dta , int offset );1;4;7
Utils.hexToBa( String h , int len );8;14;48
Utils.baToInt( byte [ ] b , int strt , int end );4;13;38
Utils.pow( int b , int e );2;3;8
Utils.baToString( byte [ ] b , int strt , int end );2;4;9
