Method Name;Cyclomatic Complexity;Mutant Density;Source Lines of Code
PlainJUnitResultFormatter.startTest( Test t );1;0;4
PlainJUnitResultFormatter.addFailure( Test test , Throwable t );1;0;3
PlainJUnitResultFormatter.endTestSuite( JUnitTest suite );9;11;41
PlainJUnitResultFormatter.addError( Test test , Throwable t );1;0;3
PlainJUnitResultFormatter.formatError( String type , Test test , Throwable t );2;1;13
PlainJUnitResultFormatter.setSystemError( String err );1;0;3
PlainJUnitResultFormatter.PlainJUnitResultFormatter( );1;0;4
PlainJUnitResultFormatter.addFailure( Test test , AssertionFailedError t );1;0;3
PlainJUnitResultFormatter.endTest( Test test );3;3;16
PlainJUnitResultFormatter.setSystemOutput( String out );1;0;3
PlainJUnitResultFormatter.setOutput( OutputStream out );1;0;3
PlainJUnitResultFormatter.startTestSuite( JUnitTest suite );3;1;14
