Method Name;Cyclomatic Complexity;Mutant Density;Source Lines of Code
ProfilingNonCachingProcessingPipeline.processReader( Environment environment );2;2;14
ProfilingNonCachingProcessingPipeline.setReader( String role , String source , Parameters param , String mimeType );2;1;7
ProfilingNonCachingProcessingPipeline.process( Environment environment );2;2;14
ProfilingNonCachingProcessingPipeline.dispose( );2;1;6
ProfilingNonCachingProcessingPipeline.recycle( );1;0;5
ProfilingNonCachingProcessingPipeline.setupPipeline( Environment environment );5;5;36
ProfilingNonCachingProcessingPipeline.compose( ComponentManager manager );1;0;4
ProfilingNonCachingProcessingPipeline.processXMLPipeline( Environment environment );2;2;14
ProfilingNonCachingProcessingPipeline.connect( Environment environment , XMLProducer producer , XMLConsumer consumer );1;1;7
ProfilingNonCachingProcessingPipeline.addTransformer( String role , String source , Parameters param , Parameters hintParam );2;2;8
ProfilingNonCachingProcessingPipeline.setGenerator( String role , String source , Parameters param , Parameters hintParam );2;1;7
ProfilingNonCachingProcessingPipeline.setSerializer( String role , String source , Parameters param , Parameters hintParam , String mimeType );2;1;7
