Method Name;Cyclomatic Complexity;Mutant Density;Source Lines of Code
ApplicationPreferenceModelSaver.ApplicationPreferenceModelSaver( final ApplicationPreferenceModel model );1;0;3
ApplicationPreferenceModelSaver.loadSettings( LoadSettingsEvent event );3;0;15
ApplicationPreferenceModelSaver.getApplicationPreferenceXMLFile( File settingsLocation );1;0;3
ApplicationPreferenceModelSaver.saveSettings( SaveSettingsEvent event );2;0;11
