Method Name;Cyclomatic Complexity;Mutant Density;Source Lines of Code
ChainsawStatusBar.setDataRate( final double dataRate );1;0;8
ChainsawStatusBar.remoteConnectionReceived( String source );1;0;5
ChainsawStatusBar.setPaused( final boolean isPaused );3;0;12
ChainsawStatusBar.clear( );1;0;10
ChainsawStatusBar.setMessage( final String msg );1;0;8
ChainsawStatusBar.setNothingSelected( );1;0;8
ChainsawStatusBar.setSelectedLine( final int selectedLine , final int lineCount , final int total );1;0;10
ChainsawStatusBar.ChainsawStatusBar( );5;5;112
ChainsawStatusBar.run( );1;3;3
