Method Name;Cyclomatic Complexity;Mutant Density;Source Lines of Code
Maker.Maker( int propId );1;0;3
LengthPairProperty.toString( );1;0;5
LengthPairProperty.getLengthPair( );1;0;3
Maker.makeNewProperty( );1;0;3
LengthPairProperty.setComponent( int cmpId , Property cmpnValue , boolean bIsDefault );3;2;7
LengthPairProperty.getBPD( );1;0;3
LengthPairProperty.getComponent( int cmpId );3;2;9
LengthPairProperty.LengthPairProperty( );1;0;3
LengthPairProperty.LengthPairProperty( Property ipd , Property bpd );1;0;5
LengthPairProperty.getObject( );1;0;3
LengthPairProperty.LengthPairProperty( Property len );1;0;3
LengthPairProperty.getIPD( );1;0;3
Maker.convertProperty( Property p , PropertyList propertyList , FObj fo );2;0;6
