Method Name;Cyclomatic Complexity;Mutant Density;Source Lines of Code
MimeFileObject.doGetInputStream( );3;1;12
MimeFileObject.doListChildrenResolved( );6;5;32
MimeFileObject.setPart( Part part );1;0;4
MimeFileObject.doGetLastModifiedTime( );4;4;16
MimeFileObject.doDetach( );1;0;2
MimeFileObject.getAllHeaders( );1;0;3
MimeFileObject.doGetAttributes( );3;2;14
MimeFileObject.MimeFileObject( final FileName name , final Part part , final AbstractFileSystem fileSystem );1;0;4
MimeFileObject.findPart( String partName );8;7;28
MimeFileObject.getMessage( );2;0;7
MimeFileObject.getPart( );1;0;3
MimeFileObject.isMultipart( );2;2;3
MimeFileObject.getFileContentInfoFactory( );1;0;3
MimeFileObject.doGetContentSize( );1;0;3
MimeFileObject.doAttach( );3;2;12
MimeFileObject.doGetType( );3;1;11
MimeFileObject.doListChildren( );1;0;3
