Method Name;Cyclomatic Complexity;Mutant Density;Source Lines of Code
R4Wire.getResource( String name );4;2;14
R4Wire.getResources( String name );4;2;14
R4Wire.getExporter( );1;0;3
R4Wire.getRequirement( );1;0;3
R4Wire.toString( );2;4;9
R4Wire.R4Wire( IModule importer , IRequirement requirement , IModule exporter , ICapability capability );1;0;6
R4Wire.getClass( String name );7;5;19
R4Wire.getCapability( );1;0;3
R4Wire.getImporter( );1;0;3
