Method Name;Cyclomatic Complexity;Mutant Density;Source Lines of Code
Key.Key( OActivity type , long aid );1;0;4
ACTIVITY.getLineNo( );3;5;6
ACTIVITY.ACTIVITY( ActivityInfo self , ScopeFrame scopeFrame , LinkFrame linkFrame );1;3;8
ACTIVITY.commitChanges( VariableInstance var , Node val );1;0;3
ACTIVITY.sendEvent( ScopeEvent event );3;4;8
ACTIVITY.getEvaluationContext( );1;0;3
ACTIVITY.fillEventContext( ScopeEvent event );1;0;5
ACTIVITY.sendVariableReadEvent( VariableInstance var );1;0;5
ACTIVITY.sendEvent( ActivityEvent event );2;2;10
ACTIVITY.getKey( );1;0;3
ACTIVITY.dpe( Collection < OLink > links );3;0;6
ACTIVITY.fetchVariableData( VariableInstance variable , boolean forWriting );1;0;3
ACTIVITY.dpe( OActivity activity );1;0;5
ACTIVITY.getConstants( );1;0;3
Key.toString( );1;1;3
