Method Name;Cyclomatic Complexity;Mutant Density;Source Lines of Code
ReplaceFunctionsWithStrings.ReplaceFunctionsWithStrings( CompoundVariable masterFunction , Map variables );1;0;3
ReplaceFunctionsWithStrings.ReplaceFunctionsWithStrings( CompoundVariable masterFunction , Map variables , boolean regexMatch );1;0;6
ReplaceFunctionsWithStrings.transformValue( JMeterProperty prop );4;4;25
