Method Name;Cyclomatic Complexity;Mutant Density;Source Lines of Code
CollapsingBorderModelEyeCatching.determineWinner( BorderSpecification border1 , BorderSpecification border2 );11;10;35
CollapsingBorderModelEyeCatching.determineWinner( BorderSpecification border1 , BorderSpecification border2 , boolean discard );5;0;17
