File;Method Name;Cyclomatic Complexity;Mutant Density;Source Lines of Code
src/main/java/org/mockito/AdditionalAnswers.java;AdditionalAnswers.AdditionalAnswers( );1;0;1
src/main/java/org/mockito/AdditionalAnswers.java;AdditionalAnswers.answer( Answer1 < T , A > answer );1;0;3
src/main/java/org/mockito/AdditionalAnswers.java;AdditionalAnswers.answer( Answer2 < T , A , B > answer );1;0;3
src/main/java/org/mockito/AdditionalAnswers.java;AdditionalAnswers.answer( Answer3 < T , A , B , C > answer );1;0;3
src/main/java/org/mockito/AdditionalAnswers.java;AdditionalAnswers.answer( Answer4 < T , A , B , C , D > answer );1;0;3
src/main/java/org/mockito/AdditionalAnswers.java;AdditionalAnswers.answer( Answer5 < T , A , B , C , D , E > answer );1;0;3
src/main/java/org/mockito/AdditionalAnswers.java;AdditionalAnswers.answer( Answer6 < T , A , B , C , D , E , F > answer );1;0;3
src/main/java/org/mockito/AdditionalAnswers.java;AdditionalAnswers.answerVoid( VoidAnswer1 < A > answer );1;0;3
src/main/java/org/mockito/AdditionalAnswers.java;AdditionalAnswers.answerVoid( VoidAnswer2 < A , B > answer );1;0;3
src/main/java/org/mockito/AdditionalAnswers.java;AdditionalAnswers.answerVoid( VoidAnswer3 < A , B , C > answer );1;0;3
src/main/java/org/mockito/AdditionalAnswers.java;AdditionalAnswers.answerVoid( VoidAnswer4 < A , B , C , D > answer );1;0;3
src/main/java/org/mockito/AdditionalAnswers.java;AdditionalAnswers.answerVoid( VoidAnswer5 < A , B , C , D , E > answer );1;0;3
src/main/java/org/mockito/AdditionalAnswers.java;AdditionalAnswers.answerVoid( VoidAnswer6 < A , B , C , D , E , F > answer );1;0;3
src/main/java/org/mockito/AdditionalAnswers.java;AdditionalAnswers.answersWithDelay( long sleepyTime , Answer < T > answer );1;0;3
src/main/java/org/mockito/AdditionalAnswers.java;AdditionalAnswers.delegatesTo( Object delegate );1;0;3
src/main/java/org/mockito/AdditionalAnswers.java;AdditionalAnswers.returnsArgAt( int position );1;0;3
