File;Method Name;Cyclomatic Complexity;Mutant Density;Source Lines of Code
rebound-android-example/src/main/java/com/facebook/rebound/example/MainActivity.java;ExampleSpringListener.onSpringUpdate( Spring spring );1;0;5
rebound-android-example/src/main/java/com/facebook/rebound/example/MainActivity.java;MainActivity.onCreate( Bundle savedInstanceState );4;0;22
rebound-android-example/src/main/java/com/facebook/rebound/example/MainActivity.java;MainActivity.onPause( );1;0;4
rebound-android-example/src/main/java/com/facebook/rebound/example/MainActivity.java;MainActivity.onResume( );1;0;4
rebound-android-example/src/main/java/com/facebook/rebound/example/MainActivity.java;MainActivity.onTouch( View v , MotionEvent event );4;0;12
rebound-android-playground/src/main/java/com/facebook/rebound/playground/app/ExampleContainerView.java;ExampleContainerView.ExampleContainerView( Context context );1;0;3
rebound-android-playground/src/main/java/com/facebook/rebound/playground/app/ExampleContainerView.java;ExampleContainerView.ExampleContainerView( Context context , AttributeSet attrs );1;0;3
rebound-android-playground/src/main/java/com/facebook/rebound/playground/app/ExampleContainerView.java;ExampleContainerView.ExampleContainerView( Context context , AttributeSet attrs , int defStyle );1;0;15
rebound-android-playground/src/main/java/com/facebook/rebound/playground/app/ExampleContainerView.java;ExampleContainerView.clearCallback( );1;0;3
rebound-android-playground/src/main/java/com/facebook/rebound/playground/app/ExampleContainerView.java;ExampleContainerView.hide( boolean animated , Callback callback );2;0;8
rebound-android-playground/src/main/java/com/facebook/rebound/playground/app/ExampleContainerView.java;ExampleContainerView.onAttachedToWindow( );1;0;4
rebound-android-playground/src/main/java/com/facebook/rebound/playground/app/ExampleContainerView.java;ExampleContainerView.onDetachedFromWindow( );1;0;4
rebound-android-playground/src/main/java/com/facebook/rebound/playground/app/ExampleContainerView.java;ExampleContainerView.onGlobalLayout( );1;0;4
rebound-android-playground/src/main/java/com/facebook/rebound/playground/app/ExampleContainerView.java;ExampleContainerView.onSpringActivate( Spring spring );1;0;2
rebound-android-playground/src/main/java/com/facebook/rebound/playground/app/ExampleContainerView.java;ExampleContainerView.onSpringAtRest( Spring spring );2;1;5
rebound-android-playground/src/main/java/com/facebook/rebound/playground/app/ExampleContainerView.java;ExampleContainerView.onSpringEndStateChange( Spring spring );1;0;2
rebound-android-playground/src/main/java/com/facebook/rebound/playground/app/ExampleContainerView.java;ExampleContainerView.onSpringUpdate( Spring spring );2;1;8
rebound-android-playground/src/main/java/com/facebook/rebound/playground/app/ExampleContainerView.java;ExampleContainerView.reveal( boolean animated , Callback callback );2;0;8
rebound-android-playground/src/main/java/com/facebook/rebound/playground/app/PlaygroundActivity.java;ExampleListAdapter.areAllItemsEnabled( );1;0;3
rebound-android-playground/src/main/java/com/facebook/rebound/playground/app/PlaygroundActivity.java;ExampleListAdapter.getCount( );1;0;3
rebound-android-playground/src/main/java/com/facebook/rebound/playground/app/PlaygroundActivity.java;ExampleListAdapter.getItem( int position );1;0;3
rebound-android-playground/src/main/java/com/facebook/rebound/playground/app/PlaygroundActivity.java;ExampleListAdapter.getItemId( int position );1;0;3
rebound-android-playground/src/main/java/com/facebook/rebound/playground/app/PlaygroundActivity.java;ExampleListAdapter.getItemViewType( int position );1;0;3
rebound-android-playground/src/main/java/com/facebook/rebound/playground/app/PlaygroundActivity.java;ExampleListAdapter.getView( int position , View convertView , ViewGroup parent );2;1;11
rebound-android-playground/src/main/java/com/facebook/rebound/playground/app/PlaygroundActivity.java;ExampleListAdapter.getViewTypeCount( );1;0;3
