File;Method Name;Cyclomatic Complexity;Mutant Density;Source Lines of Code
src/main/java/io/socket/parser/Binary.java;Binary.reconstructPacket( Packet packet , byte [ ] [ ] buffers );1;1;5
src/main/java/io/socket/parser/DecodingException.java;DecodingException.DecodingException( String message );1;0;3
src/main/java/io/socket/parser/IOParser.java;BinaryReconstructor.BinaryReconstructor( Packet packet );1;0;4
src/main/java/io/socket/parser/IOParser.java;BinaryReconstructor.finishReconstruction( );1;0;4
src/main/java/io/socket/parser/IOParser.java;BinaryReconstructor.takeBinaryData( byte [ ] binData );2;1;10
src/main/java/io/socket/parser/IOParser.java;Decoder.Decoder( );1;0;3
src/main/java/io/socket/parser/IOParser.java;Decoder.add( String obj );6;6;15
src/main/java/io/socket/parser/IOParser.java;Decoder.add( byte [ ] obj );4;3;13
src/main/java/io/socket/parser/IOParser.java;Decoder.decodeString( String str );23;36;68
src/main/java/io/socket/parser/IOParser.java;Decoder.destroy( );2;1;6
src/main/java/io/socket/parser/IOParser.java;Decoder.isPayloadValid( int type , Object payload );10;5;19
src/main/java/io/socket/parser/IOParser.java;Decoder.onDecoded( Callback callback );1;0;3
src/main/java/io/socket/parser/IOParser.java;Encoder.Encoder( );1;0;1
src/main/java/io/socket/parser/IOParser.java;Encoder.encode( Packet obj , Callback callback );8;8;14
src/main/java/io/socket/parser/IOParser.java;Encoder.encodeAsBinary( Packet obj , Callback callback );1;0;7
src/main/java/io/socket/parser/IOParser.java;Encoder.encodeAsString( Packet obj );9;10;21
src/main/java/io/socket/parser/IOParser.java;IOParser.IOParser( );1;0;1
src/main/java/io/socket/parser/Packet.java;***not in a method***;0;2;0
src/main/java/io/socket/parser/Packet.java;Packet.Packet( );1;0;1
src/main/java/io/socket/parser/Packet.java;Packet.Packet( int type );1;0;3
src/main/java/io/socket/parser/Packet.java;Packet.Packet( int type , T data );1;0;4
src/test/java/io/socket/Fiddle.java;Fiddle.call( Object ... args );1;0;3
src/test/java/io/socket/Fiddle.java;Fiddle.main( String [ ] argz );1;0;23
src/test/java/io/socket/backo/BackoffTest.java;BackoffTest.durationOverflow( );4;9;17
src/test/java/io/socket/backo/BackoffTest.java;BackoffTest.durationShouldIncreaseTheBackoff( );1;6;10
src/test/java/io/socket/backo/BackoffTest.java;BackoffTest.ensureJitterIsValid( );1;0;4
src/test/java/io/socket/client/Connection.java;Connection.client( );1;0;3
src/test/java/io/socket/client/Connection.java;Connection.client( IO . Options opts );1;0;3
src/test/java/io/socket/client/Connection.java;Connection.client( String path );1;0;3
src/test/java/io/socket/client/Connection.java;Connection.client( String path , IO . Options opts );1;1;3
src/test/java/io/socket/client/Connection.java;Connection.createEnv( );2;2;12
src/test/java/io/socket/client/Connection.java;Connection.createOptions( );1;0;5
src/test/java/io/socket/client/Connection.java;Connection.nsp( );1;0;3
src/test/java/io/socket/client/Connection.java;Connection.run( );3;2;14
src/test/java/io/socket/client/Connection.java;Connection.startServer( );5;0;40
src/test/java/io/socket/client/Connection.java;Connection.stopServer( );1;0;8
src/test/java/io/socket/client/Connection.java;Connection.uri( );1;0;3
src/test/java/io/socket/client/ConnectionTest.java;ConnectionTest.attemptReconnectsAfterAFailedReconnect( );1;0;34
src/test/java/io/socket/client/ConnectionTest.java;ConnectionTest.call( Object ... args );1;8;3
src/test/java/io/socket/client/ConnectionTest.java;ConnectionTest.call( Object ... objects );1;2;9
src/test/java/io/socket/client/ConnectionTest.java;ConnectionTest.connectToLocalhost( );1;0;19
src/test/java/io/socket/client/ConnectionTest.java;ConnectionTest.connectToNamespaceAfterConnectionEstablished( );1;0;23
src/test/java/io/socket/client/ConnectionTest.java;ConnectionTest.connectToNamespaceAfterConnectionGetsClosed( );1;0;27
src/test/java/io/socket/client/ConnectionTest.java;ConnectionTest.connectWhileDisconnectingAnotherSocket( );1;0;23
src/test/java/io/socket/client/ConnectionTest.java;ConnectionTest.emitDateAsString( );1;0;19
src/test/java/io/socket/client/ConnectionTest.java;ConnectionTest.emitDateInObject( );2;0;27
src/test/java/io/socket/client/ConnectionTest.java;ConnectionTest.fireReconnectEventsOnSocket( );1;0;30
src/test/java/io/socket/client/ConnectionTest.java;ConnectionTest.fireReconnectingWithAttemptsNumberWhenReconnectingTwice( );1;0;30
src/test/java/io/socket/client/ConnectionTest.java;ConnectionTest.notReconnectWhenForceClosed( );1;0;27
src/test/java/io/socket/client/ConnectionTest.java;ConnectionTest.notTryToReconnectWithIncorrectPortWhenReconnectionDisabled( );1;0;31
src/test/java/io/socket/client/ConnectionTest.java;ConnectionTest.receiveBinaryDataWithAck( );1;0;19
src/test/java/io/socket/client/ConnectionTest.java;ConnectionTest.receiveDateWithAck( );2;0;22
src/test/java/io/socket/client/ConnectionTest.java;ConnectionTest.receiveUTF8MultibyteCharacters( );3;0;30
src/test/java/io/socket/client/ConnectionTest.java;ConnectionTest.reconnectAfterStoppingReconnection( );1;0;24
src/test/java/io/socket/client/ConnectionTest.java;ConnectionTest.reconnectAutomaticallyAfterReconnectingManually( );1;0;30
src/test/java/io/socket/client/ConnectionTest.java;ConnectionTest.reconnectByDefault( );1;0;19
src/test/java/io/socket/client/ConnectionTest.java;ConnectionTest.reconnectDelayShouldIncreaseEveryTime( );2;0;45
src/test/java/io/socket/client/ConnectionTest.java;ConnectionTest.reconnectManually( );1;0;24
src/test/java/io/socket/client/ConnectionTest.java;ConnectionTest.run( );1;0;3
src/test/java/io/socket/client/ConnectionTest.java;ConnectionTest.sendAndGetBinaryData( );1;0;20
src/test/java/io/socket/client/ConnectionTest.java;ConnectionTest.sendBinaryAck( );1;0;28
src/test/java/io/socket/client/ConnectionTest.java;ConnectionTest.sendBinaryDataMixedWithJson( );2;0;31
src/test/java/io/socket/client/ConnectionTest.java;ConnectionTest.sendEventsWithByteArraysInTheCorrectOrder( );1;0;22
src/test/java/io/socket/client/ConnectionTest.java;ConnectionTest.startTwoConnectionsWithSamePath( );1;0;7
src/test/java/io/socket/client/ConnectionTest.java;ConnectionTest.startTwoConnectionsWithSamePathAndDifferentQuerystrings( );1;0;7
src/test/java/io/socket/client/ConnectionTest.java;ConnectionTest.stopReconnectingOnASocketAndKeepToReconnectOnAnother( );1;0;40
src/test/java/io/socket/client/ConnectionTest.java;ConnectionTest.stopReconnectingWhenForceClosed( );1;0;27
src/test/java/io/socket/client/ConnectionTest.java;ConnectionTest.tryToReconnectTwiceAndFailWithImmediateTimeout( );1;0;28
src/test/java/io/socket/client/ConnectionTest.java;ConnectionTest.tryToReconnectTwiceAndFailWithIncorrectAddress( );1;0;27
src/test/java/io/socket/client/ConnectionTest.java;ConnectionTest.workWithAcks( );5;0;39
src/test/java/io/socket/client/ConnectionTest.java;ConnectionTest.workWithFalse( );1;0;19
src/test/java/io/socket/client/ExecutionTest.java;***not in a method***;0;1;0
src/test/java/io/socket/client/ExecutionTest.java;ExecutionTest.exec( String mainClass );2;1;12
src/test/java/io/socket/client/ExecutionTest.java;ExecutionTest.execConnection( );1;0;3
src/test/java/io/socket/client/ExecutionTest.java;ExecutionTest.execConnectionFailure( );1;0;3
src/test/java/io/socket/client/ExecutionTest.java;ExecutionTest.execImmediateClose( );1;0;3
src/test/java/io/socket/client/SSLConnectionTest.java;SSLConnectionTest.call( Object ... args );1;0;3
src/test/java/io/socket/client/SSLConnectionTest.java;SSLConnectionTest.call( Object ... objects );1;0;9
src/test/java/io/socket/client/SSLConnectionTest.java;SSLConnectionTest.connect( );1;0;22
src/test/java/io/socket/client/SSLConnectionTest.java;SSLConnectionTest.createEnv( );1;0;3
src/test/java/io/socket/client/SSLConnectionTest.java;SSLConnectionTest.createOptions( );1;0;5
src/test/java/io/socket/client/SSLConnectionTest.java;SSLConnectionTest.defaultSSLContext( );1;0;21
src/test/java/io/socket/client/SSLConnectionTest.java;SSLConnectionTest.prepareOkHttpClient( );1;0;20
src/test/java/io/socket/client/SSLConnectionTest.java;SSLConnectionTest.tearDown( );1;0;4
src/test/java/io/socket/client/SSLConnectionTest.java;SSLConnectionTest.uri( );1;0;3
src/test/java/io/socket/client/SSLConnectionTest.java;SSLConnectionTest.verify( String hostname , SSLSession sslSession );1;0;3
src/test/java/io/socket/client/ServerConnectionNamespaceTest.java;ServerConnectionNamespaceTest.nsp( );1;0;3
src/test/java/io/socket/client/ServerConnectionTest.java;ServerConnectionTest.ack( );1;0;23
src/test/java/io/socket/client/ServerConnectionTest.java;ServerConnectionTest.ackWithoutArgs( );1;0;18
src/test/java/io/socket/client/ServerConnectionTest.java;ServerConnectionTest.ackWithoutArgsFromClient( );1;0;31
src/test/java/io/socket/client/ServerConnectionTest.java;ServerConnectionTest.broadcast( );1;0;28
src/test/java/io/socket/client/ServerConnectionTest.java;ServerConnectionTest.call( Object ... args );1;2;4
src/test/java/io/socket/client/ServerConnectionTest.java;ServerConnectionTest.call( Object ... objects );1;0;3
src/test/java/io/socket/client/ServerConnectionTest.java;ServerConnectionTest.closeEngineConnection( );1;0;18
src/test/java/io/socket/client/ServerConnectionTest.java;ServerConnectionTest.disconnectFromServer( );1;0;17
src/test/java/io/socket/client/ServerConnectionTest.java;ServerConnectionTest.event( );1;0;24
src/test/java/io/socket/client/ServerConnectionTest.java;ServerConnectionTest.message( );1;0;19
src/test/java/io/socket/client/ServerConnectionTest.java;ServerConnectionTest.openAndClose( );1;0;21
src/test/java/io/socket/client/ServerConnectionTest.java;ServerConnectionTest.pollingHeaders( );2;0;31
src/test/java/io/socket/client/ServerConnectionTest.java;ServerConnectionTest.room( );1;0;20
src/test/java/io/socket/client/ServerConnectionTest.java;ServerConnectionTest.websocketHandshakeHeaders( );2;0;31
src/test/java/io/socket/client/SocketTest.java;SocketTest.call( Object ... args );1;0;3
src/test/java/io/socket/client/SocketTest.java;SocketTest.call( Object ... objects );1;0;3
src/test/java/io/socket/client/SocketTest.java;SocketTest.clearsSocketIdUponDisconnection( );1;0;20
src/test/java/io/socket/client/SocketTest.java;SocketTest.doesNotFireConnectErrorIfWeForceDisconnectInOpeningState( );2;0;23
src/test/java/io/socket/client/SocketTest.java;SocketTest.onSuccess( Object ... args );1;0;3
src/test/java/io/socket/client/SocketTest.java;SocketTest.onTimeout( );1;0;3
src/test/java/io/socket/client/SocketTest.java;SocketTest.run( );1;0;3
src/test/java/io/socket/client/SocketTest.java;SocketTest.shouldAcceptAQueryString( );1;0;18
src/test/java/io/socket/client/SocketTest.java;SocketTest.shouldAcceptAQueryStringOnDefaultNamespace( );1;0;16
src/test/java/io/socket/client/SocketTest.java;SocketTest.shouldAcceptAnAuthOption( );1;0;19
src/test/java/io/socket/client/SocketTest.java;SocketTest.shouldCallCatchAllListenerForIncomingPackets( );2;0;23
src/test/java/io/socket/client/SocketTest.java;SocketTest.shouldCallCatchAllListenerForOutgoingPackets( );2;0;18
src/test/java/io/socket/client/SocketTest.java;SocketTest.shouldChangeSocketIdUponReconnection( );1;0;33
src/test/java/io/socket/client/SocketTest.java;SocketTest.shouldEmitEventsInOrder( );1;0;24
src/test/java/io/socket/client/SocketTest.java;SocketTest.shouldFireAnErrorEventOnMiddlewareFailure( );1;0;17
src/test/java/io/socket/client/SocketTest.java;SocketTest.shouldHaveAnAccessibleSocketIdEqualToServerSideSocketId( );1;0;16
src/test/java/io/socket/client/SocketTest.java;SocketTest.shouldHaveAnAccessibleSocketIdEqualToServerSideSocketIdOnCustomNamespace( );1;0;16
src/test/java/io/socket/client/SocketTest.java;SocketTest.shouldNotTimeoutWhenTheServerDoesAcknowledgeTheEvent( );2;0;25
src/test/java/io/socket/client/SocketTest.java;SocketTest.shouldThrowOnReservedEvent( );2;0;11
src/test/java/io/socket/client/SocketTest.java;SocketTest.shouldTimeoutAfterTheGivenDelayWhenSocketIsNotConnected( );1;0;15
src/test/java/io/socket/client/SocketTest.java;SocketTest.shouldTimeoutWhenTheServerDoesNotAcknowledgeTheEvent( );1;0;21
src/test/java/io/socket/client/SocketTest.java;SocketTest.shouldTimeoutWhenTheServerDoesNotAcknowledgeTheEventInTime( );1;0;21
src/test/java/io/socket/client/UrlTest.java;UrlTest.extractId( );1;0;8
src/test/java/io/socket/client/UrlTest.java;UrlTest.extractId( String uri );1;0;3
src/test/java/io/socket/client/UrlTest.java;UrlTest.ipv6( );1;0;8
src/test/java/io/socket/client/UrlTest.java;UrlTest.parse( );1;0;4
src/test/java/io/socket/client/UrlTest.java;UrlTest.parse( String uri );1;0;3
src/test/java/io/socket/client/UrlTest.java;UrlTest.parseDefaultPort( );1;0;4
src/test/java/io/socket/client/UrlTest.java;UrlTest.parseNamespace( );1;0;5
src/test/java/io/socket/client/UrlTest.java;UrlTest.parseNoProtocol( );1;0;6
src/test/java/io/socket/client/UrlTest.java;UrlTest.parseRelativePath( );1;0;6
src/test/java/io/socket/client/UrlTest.java;UrlTest.testWsProtocol( );1;0;7
src/test/java/io/socket/client/UrlTest.java;UrlTest.testWssProtocol( );1;0;7
src/test/java/io/socket/client/executions/Connection.java;Connection.call( Object ... args );1;0;4
src/test/java/io/socket/client/executions/Connection.java;Connection.main( String [ ] args );1;0;23
src/test/java/io/socket/client/executions/ConnectionFailure.java;ConnectionFailure.call( Object ... args );1;0;4
src/test/java/io/socket/client/executions/ConnectionFailure.java;ConnectionFailure.main( String [ ] args );1;1;24
src/test/java/io/socket/client/executions/ImmediateClose.java;ImmediateClose.call( Object ... args );1;0;3
src/test/java/io/socket/client/executions/ImmediateClose.java;ImmediateClose.main( String [ ] args );1;0;28
src/test/java/io/socket/hasbinary/HasBinaryTest.java;HasBinaryTest.aComplexObjectThatContainsBinary( );1;0;9
src/test/java/io/socket/hasbinary/HasBinaryTest.java;HasBinaryTest.aComplexObjectThatContainsNoBinary( );1;1;8
src/test/java/io/socket/hasbinary/HasBinaryTest.java;HasBinaryTest.anArrayContainsByteArray( );1;0;5
src/test/java/io/socket/hasbinary/HasBinaryTest.java;HasBinaryTest.anArrayThatDoesNotContainByteArray( );1;1;4
src/test/java/io/socket/hasbinary/HasBinaryTest.java;HasBinaryTest.anObjectThatContainsByteArray( );1;0;5
src/test/java/io/socket/hasbinary/HasBinaryTest.java;HasBinaryTest.anObjectThatDoesNotContainByteArray( );1;1;4
src/test/java/io/socket/hasbinary/HasBinaryTest.java;HasBinaryTest.byteArray( );1;0;3
src/test/java/io/socket/hasbinary/HasBinaryTest.java;HasBinaryTest.testNull( );1;1;3
src/test/java/io/socket/parser/ByteArrayTest.java;ByteArrayTest.call( Packet packet );1;0;3
src/test/java/io/socket/parser/ByteArrayTest.java;ByteArrayTest.call( final Object [ ] encodedPackets );1;0;13
src/test/java/io/socket/parser/ByteArrayTest.java;ByteArrayTest.cleanItselfUpOnClose( );1;0;25
src/test/java/io/socket/parser/ByteArrayTest.java;ByteArrayTest.encodeBinaryAckWithByteArray( );1;0;9
src/test/java/io/socket/parser/ByteArrayTest.java;ByteArrayTest.encodeByteArray( );1;0;7
src/test/java/io/socket/parser/ByteArrayTest.java;ByteArrayTest.encodeByteArray2( );1;0;7
src/test/java/io/socket/parser/ByteArrayTest.java;ByteArrayTest.encodeByteArrayDeepInJson( );1;0;10
src/test/java/io/socket/parser/ByteArrayTest.java;ByteArrayTest.encodeDeepBinaryJSONWithNullValue( );1;0;9
src/test/java/io/socket/parser/Helpers.java;Helpers.assertPacket( Packet expected , Packet actual );5;0;21
src/test/java/io/socket/parser/Helpers.java;Helpers.call( Object [ ] encodedPackets );1;0;10
src/test/java/io/socket/parser/Helpers.java;Helpers.call( Packet packet );1;1;3
src/test/java/io/socket/parser/Helpers.java;Helpers.test( final Packet obj );1;0;15
src/test/java/io/socket/parser/Helpers.java;Helpers.testBin( final Packet obj );4;0;24
src/test/java/io/socket/parser/Helpers.java;Helpers.testDecodeError( final String errorMessage );2;0;7
src/test/java/io/socket/parser/ParserTest.java;ParserTest.decodeInError( );1;0;12
src/test/java/io/socket/parser/ParserTest.java;ParserTest.encodeAck( );1;0;7
src/test/java/io/socket/parser/ParserTest.java;ParserTest.encodeConnection( );1;0;5
src/test/java/io/socket/parser/ParserTest.java;ParserTest.encodeDisconnection( );1;0;5
src/test/java/io/socket/parser/ParserTest.java;ParserTest.encodeEvent( );1;0;10
