File;Method Name;Cyclomatic Complexity;Mutant Density;Source Lines of Code
src/main/java/com/alibaba/fastjson/JSON.java;***not in a method***;0;12;0
src/main/java/com/alibaba/fastjson/JSON.java;JSON.addMixInAnnotations( Type target , Type mixinSource );3;3;5
src/main/java/com/alibaba/fastjson/JSON.java;JSON.allocateBytes( int length );4;5;14
src/main/java/com/alibaba/fastjson/JSON.java;JSON.allocateChars( int length );4;5;14
src/main/java/com/alibaba/fastjson/JSON.java;JSON.clearMixInAnnotations( );1;0;3
src/main/java/com/alibaba/fastjson/JSON.java;JSON.config( Properties properties );7;5;29
src/main/java/com/alibaba/fastjson/JSON.java;JSON.getMixInAnnotations( Type target );2;1;6
src/main/java/com/alibaba/fastjson/JSON.java;JSON.handleResovleTask( DefaultJSONParser parser , T value );1;0;3
src/main/java/com/alibaba/fastjson/JSON.java;JSON.isValid( String str );14;5;37
src/main/java/com/alibaba/fastjson/JSON.java;JSON.isValidArray( String str );5;5;19
src/main/java/com/alibaba/fastjson/JSON.java;JSON.isValidObject( String str );6;6;22
src/main/java/com/alibaba/fastjson/JSON.java;JSON.parse( String text );1;0;3
src/main/java/com/alibaba/fastjson/JSON.java;JSON.parse( String text , Feature ... features );2;0;7
src/main/java/com/alibaba/fastjson/JSON.java;JSON.parse( String text , ParserConfig config );1;0;3
src/main/java/com/alibaba/fastjson/JSON.java;JSON.parse( String text , ParserConfig config , Feature ... features );2;0;7
src/main/java/com/alibaba/fastjson/JSON.java;JSON.parse( String text , ParserConfig config , int features );2;1;10
src/main/java/com/alibaba/fastjson/JSON.java;JSON.parse( String text , int features );1;0;3
src/main/java/com/alibaba/fastjson/JSON.java;JSON.parse( byte [ ] input , Feature ... features );2;1;8
src/main/java/com/alibaba/fastjson/JSON.java;JSON.parse( byte [ ] input , int off , int len , CharsetDecoder charsetDecoder , Feature ... features );4;3;10
src/main/java/com/alibaba/fastjson/JSON.java;JSON.parse( byte [ ] input , int off , int len , CharsetDecoder charsetDecoder , int features );1;1;14
src/main/java/com/alibaba/fastjson/JSON.java;JSON.parseArray( String text );1;0;3
src/main/java/com/alibaba/fastjson/JSON.java;JSON.parseArray( String text , Class < T > clazz );1;0;3
src/main/java/com/alibaba/fastjson/JSON.java;JSON.parseArray( String text , Class < T > clazz , ParserConfig config );5;4;21
src/main/java/com/alibaba/fastjson/JSON.java;JSON.parseArray( String text , ParserConfig parserConfig );5;4;20
src/main/java/com/alibaba/fastjson/JSON.java;JSON.parseArray( String text , Type [ ] types );1;0;3
src/main/java/com/alibaba/fastjson/JSON.java;JSON.parseArray( String text , Type [ ] types , ParserConfig config );3;2;16
src/main/java/com/alibaba/fastjson/JSON.java;JSON.parseObject( InputStream is , Charset charset , Type type , Feature ... features );1;0;3
src/main/java/com/alibaba/fastjson/JSON.java;JSON.parseObject( InputStream is , Charset charset , Type type , ParserConfig config , Feature ... features );1;0;3
src/main/java/com/alibaba/fastjson/JSON.java;JSON.parseObject( InputStream is , Charset charset , Type type , ParserConfig config , ParseProcess processor , int featureValues , Feature ... features );5;9;20
src/main/java/com/alibaba/fastjson/JSON.java;JSON.parseObject( InputStream is , Type type , Feature ... features );1;0;3
src/main/java/com/alibaba/fastjson/JSON.java;JSON.parseObject( String input , Type clazz , ParseProcess processor , Feature ... features );1;0;3
src/main/java/com/alibaba/fastjson/JSON.java;JSON.parseObject( String input , Type clazz , ParserConfig config , Feature ... features );1;0;3
src/main/java/com/alibaba/fastjson/JSON.java;JSON.parseObject( String input , Type clazz , ParserConfig config , ParseProcess processor , int featureValues , Feature ... features );9;6;26
src/main/java/com/alibaba/fastjson/JSON.java;JSON.parseObject( String input , Type clazz , ParserConfig config , int featureValues , Feature ... features );1;0;3
src/main/java/com/alibaba/fastjson/JSON.java;JSON.parseObject( String input , Type clazz , int featureValues , Feature ... features );3;1;13
src/main/java/com/alibaba/fastjson/JSON.java;JSON.parseObject( String json , Class < T > clazz , Feature ... features );1;0;3
src/main/java/com/alibaba/fastjson/JSON.java;JSON.parseObject( String json , Type type , Feature ... features );1;0;3
src/main/java/com/alibaba/fastjson/JSON.java;JSON.parseObject( String text );3;0;11
src/main/java/com/alibaba/fastjson/JSON.java;JSON.parseObject( String text , Class < T > clazz );1;0;3
src/main/java/com/alibaba/fastjson/JSON.java;JSON.parseObject( String text , Class < T > clazz , ParseProcess processor , Feature ... features );1;0;4
src/main/java/com/alibaba/fastjson/JSON.java;JSON.parseObject( String text , Feature ... features );1;0;3
src/main/java/com/alibaba/fastjson/JSON.java;JSON.parseObject( String text , TypeReference < T > type , Feature ... features );1;0;3
src/main/java/com/alibaba/fastjson/JSON.java;JSON.parseObject( byte [ ] bytes , Charset charset , Type clazz , ParserConfig config , ParseProcess processor , int featureValues , Feature ... features );1;0;3
src/main/java/com/alibaba/fastjson/JSON.java;JSON.parseObject( byte [ ] bytes , Type clazz , Feature ... features );1;0;3
src/main/java/com/alibaba/fastjson/JSON.java;JSON.parseObject( byte [ ] bytes , int offset , int len , Charset charset , Type clazz , Feature ... features );1;0;3
src/main/java/com/alibaba/fastjson/JSON.java;JSON.parseObject( byte [ ] bytes , int offset , int len , Charset charset , Type clazz , ParserConfig config , ParseProcess processor , int featureValues , Feature ... features );9;8;35
src/main/java/com/alibaba/fastjson/JSON.java;JSON.parseObject( byte [ ] input , int off , int len , CharsetDecoder charsetDecoder , Type clazz , Feature ... features );1;1;10
src/main/java/com/alibaba/fastjson/JSON.java;JSON.parseObject( char [ ] input , int length , Type clazz , Feature ... features );4;3;14
src/main/java/com/alibaba/fastjson/JSON.java;JSON.removeMixInAnnotations( Type target );2;1;5
src/main/java/com/alibaba/fastjson/JSON.java;JSON.setDefaultTypeKey( String typeKey );1;0;7
src/main/java/com/alibaba/fastjson/JSON.java;JSON.toJSON( Object javaObject );1;0;3
src/main/java/com/alibaba/fastjson/JSON.java;JSON.toJSON( Object javaObject , ParserConfig parserConfig );1;0;3
src/main/java/com/alibaba/fastjson/JSON.java;JSON.toJSON( Object javaObject , SerializeConfig config );23;7;84
src/main/java/com/alibaba/fastjson/JSON.java;JSON.toJSONBytes( Charset charset , Object object , SerializeConfig config , SerializeFilter [ ] filters , String dateFormat , int defaultFeatures , SerializerFeature ... features );5;4;19
src/main/java/com/alibaba/fastjson/JSON.java;JSON.toJSONBytes( Object object , SerializeConfig config , SerializeFilter [ ] filters , String dateFormat , int defaultFeatures , SerializerFeature ... features );1;0;3
src/main/java/com/alibaba/fastjson/JSON.java;JSON.toJSONBytes( Object object , SerializeConfig config , SerializeFilter [ ] filters , int defaultFeatures , SerializerFeature ... features );1;0;3
src/main/java/com/alibaba/fastjson/JSON.java;JSON.toJSONBytes( Object object , SerializeConfig config , SerializeFilter filter , SerializerFeature ... features );1;0;3
src/main/java/com/alibaba/fastjson/JSON.java;JSON.toJSONBytes( Object object , SerializeConfig config , SerializerFeature ... features );1;0;3
src/main/java/com/alibaba/fastjson/JSON.java;JSON.toJSONBytes( Object object , SerializeConfig config , int defaultFeatures , SerializerFeature ... features );1;0;3
src/main/java/com/alibaba/fastjson/JSON.java;JSON.toJSONBytes( Object object , SerializeFilter [ ] filters , SerializerFeature ... features );1;0;3
src/main/java/com/alibaba/fastjson/JSON.java;JSON.toJSONBytes( Object object , SerializeFilter filter , SerializerFeature ... features );1;0;3
